numero_pedido;documento;vendedor;valor_pedido;data_pedido;origem_venda;canal;tipo_cupom;ano;mes;nome_mes;trimestre;dia_semana;ano_mes;semana_ano;faixa_valor;nome_cliente;status_cliente
PED100147;73.508.511/8371-75;Simone;1490,84;2022-01-07;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Friday;2022-01;1;R$1001-2000;Mariana Souza;inactive
PED100148;61.795.114/4228-17;Priscila;370,82;2022-01-17;Loja Física;Loja;Desconto;2022;1;Jan;Q1/2022;Monday;2022-01;3;R$201-500;Mariana Silva;active
PED100149;84.673.577/4761-47;Carla;1193,61;2022-01-18;Loja Física;Loja;Frete Grátis;2022;1;Jan;Q1/2022;Tuesday;2022-01;3;R$1001-2000;Isabela Lima;active
PED100150;14.565.703/5777-70;Mariana;276,72;2022-01-23;E-commerce;App;Sem Cupom;2022;1;Jan;Q1/2022;Sunday;2022-01;3;R$201-500;Amanda Oliveira;inactive
PED100151;44.789.949/8312-97;Carla;1198,57;2022-01-12;E-commerce;Site;Desconto;2022;1;Jan;Q1/2022;Wednesday;2022-01;2;R$1001-2000;Isabela Lima;active
PED100152;82.731.923/4904-95;Bianca;261,91;2022-01-20;E-commerce;App;Frete Grátis;2022;1;Jan;Q1/2022;Thursday;2022-01;3;R$201-500;Natalia Costa;active
PED100153;57.880.684/4828-86;Luciana;2454,17;2022-01-12;Loja Física;Loja;Parceiro;2022;1;Jan;Q1/2022;Wednesday;2022-01;2;R$2001-5000;Fernanda Gomes;inactive
PED100154;56.867.562/1100-25;Priscila;769,37;2022-01-21;E-commerce;Site;Frete Grátis;2022;1;Jan;Q1/2022;Friday;2022-01;3;R$501-1000;Renata Costa;active
PED100155;41.794.306/4839-67;Fernanda;225,05;2022-01-01;E-commerce;Link;Cashback;2022;1;Jan;Q1/2022;Saturday;2022-01;0;R$201-500;Joana Araujo;active
PED100156;22.852.514/2015-44;Larissa;233,27;2022-01-10;E-commerce;Site;Parceiro;2022;1;Jan;Q1/2022;Monday;2022-01;2;R$201-500;Clara Oliveira;active
PED100157;36.219.380/2331-77;Carla;777,46;2022-01-15;Loja Física;Loja;Parceiro;2022;1;Jan;Q1/2022;Saturday;2022-01;2;R$501-1000;Natalia Souza;active
PED100158;47.799.106/1556-67;Tatiane;119,62;2022-01-23;Loja Física;Loja;Parceiro;2022;1;Jan;Q1/2022;Sunday;2022-01;3;Até R$200;Fernanda Santos;active
PED100159;36.601.792/6818-56;Larissa;734,71;2022-01-18;Loja Física;Loja;Frete Grátis;2022;1;Jan;Q1/2022;Tuesday;2022-01;3;R$501-1000;Renata Almeida;active
PED100160;76.619.221/9531-56;Camila;266,55;2022-01-11;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Tuesday;2022-01;2;R$201-500;Sofia Souza;inactive
PED100161;72.306.381/2088-13;Bianca;1077,76;2022-01-10;E-commerce;Link;Sem Cupom;2022;1;Jan;Q1/2022;Monday;2022-01;2;R$1001-2000;Clara Silva;active
PED100162;42.738.519/1593-28;Bianca;454,89;2022-01-02;E-commerce;Link;Cashback;2022;1;Jan;Q1/2022;Sunday;2022-01;0;R$201-500;Luiza Nascimento;inactive
PED100163;71.407.444/5820-93;Renata;1050,46;2022-01-02;E-commerce;Site;Cashback;2022;1;Jan;Q1/2022;Sunday;2022-01;0;R$1001-2000;Amanda Silva;active
PED100164;46.379.448/1301-62;Keli;1056,53;2022-01-08;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Saturday;2022-01;1;R$1001-2000;Natalia Silva;active
PED100165;96.227.835/3768-90;Carla;850,96;2022-01-16;E-commerce;App;Parceiro;2022;1;Jan;Q1/2022;Sunday;2022-01;2;R$501-1000;Bruna Santos;active
PED100166;60.590.541/9964-17;Amanda;363,53;2022-01-30;E-commerce;Link;Sem Cupom;2022;1;Jan;Q1/2022;Sunday;2022-01;4;R$201-500;Maria Martins;active
PED100167;75.642.601/2673-30;Fernanda;3146,16;2022-01-21;Loja Física;Loja;Cashback;2022;1;Jan;Q1/2022;Friday;2022-01;3;R$2001-5000;Bruna Costa;active
PED100168;87.401.393/7076-26;Camila;1271,79;2022-01-27;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Thursday;2022-01;4;R$1001-2000;Clara Santos;active
PED100169;98.548.892/1256-41;Aline;564,39;2022-01-11;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Tuesday;2022-01;2;R$501-1000;Bruna Souza;active
PED100170;66.384.319/6188-56;Luciana;513,63;2022-01-22;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Saturday;2022-01;3;R$501-1000;Fernanda Silva;active
PED100171;61.772.612/6867-62;Elaine;858,13;2022-01-27;E-commerce;Site;Parceiro;2022;1;Jan;Q1/2022;Thursday;2022-01;4;R$501-1000;Gabriela Costa;active
PED100172;34.605.424/5775-92;Tatiane;1522,67;2022-01-02;E-commerce;Link;Sem Cupom;2022;1;Jan;Q1/2022;Sunday;2022-01;0;R$1001-2000;Sofia Martins;active
PED100173;30.187.423/1789-29;Adriana;3435,5;2022-01-22;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Saturday;2022-01;3;R$2001-5000;Amanda Lima;active
PED100174;87.483.359/9605-84;Carla;1185,95;2022-01-05;Loja Física;Loja;Desconto;2022;1;Jan;Q1/2022;Wednesday;2022-01;1;R$1001-2000;Isabela Rodrigues;active
PED100175;33.437.930/3761-66;Larissa;866,67;2022-01-30;E-commerce;App;Sem Cupom;2022;1;Jan;Q1/2022;Sunday;2022-01;4;R$501-1000;Juliana Gomes;active
PED100176;13.287.416/7035-19;Carla;1471,24;2022-01-09;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Sunday;2022-01;1;R$1001-2000;Sofia Ferreira;active
PED100177;82.745.822/7382-16;Camila;1506,3;2022-01-12;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Wednesday;2022-01;2;R$1001-2000;Juliana Silva;active
PED100178;48.346.658/1146-24;Larissa;136,27;2022-01-09;Loja Física;Loja;Cashback;2022;1;Jan;Q1/2022;Sunday;2022-01;1;Até R$200;Sofia Carvalho;active
PED100179;13.922.554/1771-31;Patrícia;385,08;2022-01-08;E-commerce;App;Parceiro;2022;1;Jan;Q1/2022;Saturday;2022-01;1;R$201-500;Ana Araujo;active
PED100180;55.248.698/1868-25;Simone;1728,89;2022-01-27;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Thursday;2022-01;4;R$1001-2000;Mariana Rodrigues;active
PED100181;31.167.168/4236-58;Tatiane;902,49;2022-01-04;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Tuesday;2022-01;1;R$501-1000;Paula Costa;active
PED100182;66.363.306/4805-29;Vanessa;719,78;2022-01-13;E-commerce;Link;Sem Cupom;2022;1;Jan;Q1/2022;Thursday;2022-01;2;R$501-1000;Camila Silva;inactive
PED100183;50.447.948/9774-95;Adriana;1072,14;2022-01-23;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Sunday;2022-01;3;R$1001-2000;Mariana Costa;active
PED100184;89.717.545/7813-64;Keli;361,04;2022-01-20;Loja Física;Loja;Parceiro;2022;1;Jan;Q1/2022;Thursday;2022-01;3;R$201-500;Mariana Silva;active
PED100185;12.511.941/6489-57;Fernanda;876,77;2022-01-16;Loja Física;Loja;Desconto;2022;1;Jan;Q1/2022;Sunday;2022-01;2;R$501-1000;Camila Ferreira;active
PED100186;44.809.964/1788-89;Bianca;1760,28;2022-01-27;Loja Física;Loja;Desconto;2022;1;Jan;Q1/2022;Thursday;2022-01;4;R$1001-2000;Isabela Carvalho;inactive
PED100187;13.839.791/1521-37;Keli;376,97;2022-01-21;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Friday;2022-01;3;R$201-500;Fernanda Carvalho;active
PED100188;68.543.418/6560-60;Simone;1331,31;2022-01-09;Loja Física;Loja;Parceiro;2022;1;Jan;Q1/2022;Sunday;2022-01;1;R$1001-2000;Camila Costa;active
PED100189;91.413.174/8096-32;Luciana;2416,11;2022-01-13;E-commerce;Site;Parceiro;2022;1;Jan;Q1/2022;Thursday;2022-01;2;R$2001-5000;Isabela Oliveira;active
PED100190;33.767.472/7819-17;Renata;798,6;2022-01-26;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Wednesday;2022-01;4;R$501-1000;Bruna Gomes;active
PED100191;98.863.213/7473-92;Carla;357,56;2022-01-10;E-commerce;Link;Sem Cupom;2022;1;Jan;Q1/2022;Monday;2022-01;2;R$201-500;Bruna Silva;inactive
PED100192;27.992.330/7142-89;Vanessa;345,03;2022-01-29;Loja Física;Loja;Desconto;2022;1;Jan;Q1/2022;Saturday;2022-01;4;R$201-500;Sofia Almeida;active
PED100193;40.571.474/7797-34;Carla;1023,81;2022-01-05;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Wednesday;2022-01;1;R$1001-2000;Ana Rodrigues;active
PED100194;84.349.670/9906-68;Elaine;565,93;2022-01-29;E-commerce;App;Parceiro;2022;1;Jan;Q1/2022;Saturday;2022-01;4;R$501-1000;Patricia Gomes;inactive
PED100195;54.264.989/1309-15;Amanda;794,04;2022-01-10;E-commerce;Site;Frete Grátis;2022;1;Jan;Q1/2022;Monday;2022-01;2;R$501-1000;Amanda Nascimento;active
PED100196;40.588.423/4173-13;Simone;60,8;2022-01-28;Loja Física;Loja;Parceiro;2022;1;Jan;Q1/2022;Friday;2022-01;4;Até R$200;Amanda Carvalho;active
PED100197;65.459.209/1191-17;Keli;933,96;2022-01-07;E-commerce;Link;Sem Cupom;2022;1;Jan;Q1/2022;Friday;2022-01;1;R$501-1000;Joana Araujo;active
PED100198;81.574.199/7404-58;Priscila;354,29;2022-01-13;Loja Física;Loja;Frete Grátis;2022;1;Jan;Q1/2022;Thursday;2022-01;2;R$201-500;Sofia Silva;active
PED100199;42.299.887/1527-30;Fernanda;1205,55;2022-01-27;E-commerce;Link;Parceiro;2022;1;Jan;Q1/2022;Thursday;2022-01;4;R$1001-2000;Joana Santos;active
PED100200;98.109.504/4967-55;Bianca;548,04;2022-01-02;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Sunday;2022-01;0;R$501-1000;Mariana Silva;active
PED100201;93.714.650/2036-50;Tatiane;343,7;2022-01-10;E-commerce;Site;Parceiro;2022;1;Jan;Q1/2022;Monday;2022-01;2;R$201-500;Juliana Lima;active
PED100202;61.210.976/6162-92;Renata;170,39;2022-01-25;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Tuesday;2022-01;4;Até R$200;Luiza Martins;active
PED100203;13.790.696/1556-17;Vanessa;340,25;2022-01-26;E-commerce;Link;Cashback;2022;1;Jan;Q1/2022;Wednesday;2022-01;4;R$201-500;Camila Souza;active
PED100204;84.311.225/7568-51;Fernanda;348,3;2022-01-09;E-commerce;Link;Sem Cupom;2022;1;Jan;Q1/2022;Sunday;2022-01;1;R$201-500;Mariana Souza;inactive
PED100205;29.661.706/1336-13;Aline;878,03;2022-01-10;Loja Física;Loja;Frete Grátis;2022;1;Jan;Q1/2022;Monday;2022-01;2;R$501-1000;Paula Carvalho;inactive
PED100206;55.248.698/1868-25;Fernanda;808,15;2022-01-10;Loja Física;Loja;Cashback;2022;1;Jan;Q1/2022;Monday;2022-01;2;R$501-1000;Mariana Rodrigues;active
PED100207;42.515.547/5180-48;Bianca;1610,16;2022-01-12;E-commerce;Site;Frete Grátis;2022;1;Jan;Q1/2022;Wednesday;2022-01;2;R$1001-2000;Paula Pereira;inactive
PED100208;69.913.872/4696-31;Keli;915,07;2022-01-30;E-commerce;Site;Desconto;2022;1;Jan;Q1/2022;Sunday;2022-01;4;R$501-1000;Beatriz Souza;inactive
PED100209;40.441.518/2653-80;Keli;450,5;2022-01-23;E-commerce;App;Sem Cupom;2022;1;Jan;Q1/2022;Sunday;2022-01;3;R$201-500;Natalia Lima;active
PED100210;83.890.742/5511-29;Aline;1317,54;2022-01-23;E-commerce;App;Cashback;2022;1;Jan;Q1/2022;Sunday;2022-01;3;R$1001-2000;Luiza Oliveira;active
PED100211;84.387.144/7341-97;Elaine;1742,72;2022-01-17;E-commerce;Site;Desconto;2022;1;Jan;Q1/2022;Monday;2022-01;3;R$1001-2000;Leticia Costa;active
PED100212;39.413.705/1296-66;Camila;1202,39;2022-01-26;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Wednesday;2022-01;4;R$1001-2000;Isabela Rodrigues;active
PED100213;37.613.449/2932-50;Camila;1117,95;2022-01-06;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Thursday;2022-01;1;R$1001-2000;Isabela Gomes;active
PED100214;74.658.280/7761-80;Simone;310,06;2022-01-14;E-commerce;Link;Desconto;2022;1;Jan;Q1/2022;Friday;2022-01;2;R$201-500;Renata Silva;active
PED100215;61.640.243/1656-73;Patrícia;479,37;2022-01-22;Loja Física;Loja;Desconto;2022;1;Jan;Q1/2022;Saturday;2022-01;3;R$201-500;Isabela Costa;active
PED100216;13.960.524/8422-54;Adriana;736,01;2022-01-19;Loja Física;Loja;Desconto;2022;1;Jan;Q1/2022;Wednesday;2022-01;3;R$501-1000;Renata Costa;active
PED100217;74.290.828/3610-45;Fernanda;385,24;2022-01-25;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Tuesday;2022-01;4;R$201-500;Beatriz Costa;active
PED100218;48.217.504/8140-91;Aline;857,37;2022-01-19;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Wednesday;2022-01;3;R$501-1000;Patricia Silva;active
PED100219;12.452.295/4864-29;Luciana;634,42;2022-01-24;Loja Física;Loja;Parceiro;2022;1;Jan;Q1/2022;Monday;2022-01;4;R$501-1000;Gabriela Nascimento;active
PED100220;47.423.303/6291-98;Adriana;914,07;2022-01-19;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Wednesday;2022-01;3;R$501-1000;Juliana Pereira;active
PED100221;62.869.443/7949-11;Keli;335,86;2022-01-14;E-commerce;Site;Sem Cupom;2022;1;Jan;Q1/2022;Friday;2022-01;2;R$201-500;Patricia Lima;active
PED100222;53.914.152/4748-33;Bianca;913,76;2022-01-10;Loja Física;Loja;Desconto;2022;1;Jan;Q1/2022;Monday;2022-01;2;R$501-1000;Gabriela Lima;active
PED100223;19.166.332/7371-95;Amanda;910,66;2022-01-20;Loja Física;Loja;Parceiro;2022;1;Jan;Q1/2022;Thursday;2022-01;3;R$501-1000;Sofia Silva;active
PED100224;63.760.852/9463-68;Fernanda;1544,03;2022-01-12;E-commerce;Link;Sem Cupom;2022;1;Jan;Q1/2022;Wednesday;2022-01;2;R$1001-2000;Fernanda Costa;active
PED100225;76.911.480/8426-95;Camila;741,65;2022-01-15;Loja Física;Loja;Frete Grátis;2022;1;Jan;Q1/2022;Saturday;2022-01;2;R$501-1000;Clara Almeida;active
PED100226;42.536.761/2733-79;Amanda;822,76;2022-01-25;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Tuesday;2022-01;4;R$501-1000;Renata Santos;active
PED100227;45.580.762/7257-75;Keli;3167,28;2022-01-22;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Saturday;2022-01;3;R$2001-5000;Clara Souza;active
PED100228;93.619.258/3708-71;Camila;200,38;2022-01-30;E-commerce;App;Frete Grátis;2022;1;Jan;Q1/2022;Sunday;2022-01;4;R$201-500;Beatriz Martins;active
PED100229;43.973.502/3105-18;Luciana;654,07;2022-01-26;Loja Física;Loja;Sem Cupom;2022;1;Jan;Q1/2022;Wednesday;2022-01;4;R$501-1000;Bruna Nascimento;active
PED100230;43.862.610/9552-22;Bianca;1473,2;2022-01-28;E-commerce;App;Sem Cupom;2022;1;Jan;Q1/2022;Friday;2022-01;4;R$1001-2000;Paula Silva;active
PED100231;76.615.541/7040-56;Patrícia;1724,69;2022-01-18;E-commerce;Site;Cashback;2022;1;Jan;Q1/2022;Tuesday;2022-01;3;R$1001-2000;Amanda Silva;active
PED100232;78.219.166/9123-80;Larissa;336,18;2022-01-10;E-commerce;App;Cashback;2022;1;Jan;Q1/2022;Monday;2022-01;2;R$201-500;Joana Gomes;active
PED100233;21.215.699/2853-82;Luciana;1614,14;2022-01-20;Loja Física;Loja;Cashback;2022;1;Jan;Q1/2022;Thursday;2022-01;3;R$1001-2000;Ana Souza;inactive
PED100234;50.454.402/2519-27;Elaine;694,24;2022-01-08;E-commerce;Site;Frete Grátis;2022;1;Jan;Q1/2022;Saturday;2022-01;1;R$501-1000;Mariana Santos;inactive
PED100235;72.603.767/3496-53;Amanda;781,33;2022-02-14;E-commerce;App;Cashback;2022;2;Feb;Q1/2022;Monday;2022-02;7;R$501-1000;Ana Gomes;active
PED100236;38.475.519/1728-30;Mariana;1486,4;2022-02-07;E-commerce;Link;Desconto;2022;2;Feb;Q1/2022;Monday;2022-02;6;R$1001-2000;Amanda Ferreira;active
PED100237;71.208.778/4620-95;Keli;1002,82;2022-02-07;Loja Física;Loja;Sem Cupom;2022;2;Feb;Q1/2022;Monday;2022-02;6;R$1001-2000;Amanda Silva;inactive
PED100238;42.789.674/6603-46;Carla;630,64;2022-02-10;E-commerce;Site;Frete Grátis;2022;2;Feb;Q1/2022;Thursday;2022-02;6;R$501-1000;Bruna Almeida;active
PED100239;23.830.516/5482-96;Priscila;219,14;2022-02-04;E-commerce;Link;Sem Cupom;2022;2;Feb;Q1/2022;Friday;2022-02;5;R$201-500;Sofia Costa;active
PED100240;79.613.763/1400-74;Priscila;370,39;2022-02-04;E-commerce;Link;Cashback;2022;2;Feb;Q1/2022;Friday;2022-02;5;R$201-500;Juliana Rodrigues;active
PED100241;28.948.222/8641-15;Vanessa;260,39;2022-02-17;E-commerce;App;Frete Grátis;2022;2;Feb;Q1/2022;Thursday;2022-02;7;R$201-500;Juliana Rodrigues;active
PED100242;27.850.687/8241-67;Camila;637,02;2022-02-20;E-commerce;Site;Parceiro;2022;2;Feb;Q1/2022;Sunday;2022-02;7;R$501-1000;Beatriz Ferreira;active
PED100243;60.830.181/5699-60;Elaine;392,75;2022-02-17;Loja Física;Loja;Sem Cupom;2022;2;Feb;Q1/2022;Thursday;2022-02;7;R$201-500;Joana Gomes;active
PED100244;33.837.207/7176-32;Bianca;1251,99;2022-02-12;E-commerce;Link;Frete Grátis;2022;2;Feb;Q1/2022;Saturday;2022-02;6;R$1001-2000;Luiza Martins;active
PED100245;79.743.592/7642-27;Aline;474,6;2022-02-28;E-commerce;Site;Sem Cupom;2022;2;Feb;Q1/2022;Monday;2022-02;9;R$201-500;Patricia Gomes;active
PED100246;65.133.748/5722-22;Patrícia;3877,42;2022-02-22;Loja Física;Loja;Desconto;2022;2;Feb;Q1/2022;Tuesday;2022-02;8;R$2001-5000;Fernanda Silva;inactive
PED100247;97.618.944/5231-64;Patrícia;547,98;2022-02-01;Loja Física;Loja;Cashback;2022;2;Feb;Q1/2022;Tuesday;2022-02;5;R$501-1000;Leticia Gomes;active
PED100248;52.834.312/6241-47;Camila;1567,89;2022-02-28;E-commerce;Link;Frete Grátis;2022;2;Feb;Q1/2022;Monday;2022-02;9;R$1001-2000;Patricia Santos;active
PED100249;63.984.342/4564-83;Simone;700,16;2022-02-28;E-commerce;Link;Sem Cupom;2022;2;Feb;Q1/2022;Monday;2022-02;9;R$501-1000;Bruna Araujo;active
PED100250;66.827.178/7953-96;Adriana;451,79;2022-02-27;Loja Física;Loja;Sem Cupom;2022;2;Feb;Q1/2022;Sunday;2022-02;8;R$201-500;Leticia Lima;active
PED100251;29.454.683/2521-43;Débora;1268,95;2022-02-13;E-commerce;App;Parceiro;2022;2;Feb;Q1/2022;Sunday;2022-02;6;R$1001-2000;Clara Pereira;active
PED100252;67.916.909/3032-75;Carla;126,31;2022-02-16;Loja Física;Loja;Cashback;2022;2;Feb;Q1/2022;Wednesday;2022-02;7;Até R$200;Gabriela Santos;inactive
PED100253;55.130.597/1604-18;Elaine;230,27;2022-02-19;Loja Física;Loja;Parceiro;2022;2;Feb;Q1/2022;Saturday;2022-02;7;R$201-500;Leticia Nascimento;active
PED100254;58.528.576/9477-25;Elaine;1595,69;2022-02-15;Loja Física;Loja;Sem Cupom;2022;2;Feb;Q1/2022;Tuesday;2022-02;7;R$1001-2000;Ana Lima;active
PED100255;31.936.607/3778-98;Patrícia;1219,78;2022-02-11;E-commerce;Link;Sem Cupom;2022;2;Feb;Q1/2022;Friday;2022-02;6;R$1001-2000;Paula Araujo;active
PED100256;21.227.937/3962-50;Patrícia;245,01;2022-02-12;E-commerce;Site;Cashback;2022;2;Feb;Q1/2022;Saturday;2022-02;6;R$201-500;Juliana Oliveira;active
PED100257;71.212.935/2592-32;Amanda;1071,83;2022-02-01;Loja Física;Loja;Desconto;2022;2;Feb;Q1/2022;Tuesday;2022-02;5;R$1001-2000;Clara Martins;inactive
PED100258;81.597.926/2500-91;Carla;625,05;2022-02-16;Loja Física;Loja;Sem Cupom;2022;2;Feb;Q1/2022;Wednesday;2022-02;7;R$501-1000;Patricia Lima;active
PED100259;74.658.280/7761-80;Keli;1524,08;2022-02-21;Loja Física;Loja;Cashback;2022;2;Feb;Q1/2022;Monday;2022-02;8;R$1001-2000;Renata Silva;active
PED100260;66.675.985/7099-37;Renata;811,61;2022-02-21;E-commerce;Link;Sem Cupom;2022;2;Feb;Q1/2022;Monday;2022-02;8;R$501-1000;Renata Martins;inactive
PED100261;74.429.538/2155-19;Tatiane;585,77;2022-02-26;E-commerce;Link;Sem Cupom;2022;2;Feb;Q1/2022;Saturday;2022-02;8;R$501-1000;Maria Costa;active
PED100262;36.492.306/6134-51;Bianca;543,82;2022-02-22;Loja Física;Loja;Cashback;2022;2;Feb;Q1/2022;Tuesday;2022-02;8;R$501-1000;Amanda Martins;active
PED100263;94.993.345/1271-28;Vanessa;241,19;2022-02-27;E-commerce;Link;Cashback;2022;2;Feb;Q1/2022;Sunday;2022-02;8;R$201-500;Luiza Costa;inactive
PED100264;90.798.212/5737-63;Keli;166,34;2022-02-08;Loja Física;Loja;Desconto;2022;2;Feb;Q1/2022;Tuesday;2022-02;6;Até R$200;Gabriela Lima;active
PED100265;98.409.119/4952-58;Carla;230,55;2022-02-09;Loja Física;Loja;Desconto;2022;2;Feb;Q1/2022;Wednesday;2022-02;6;R$201-500;Amanda Oliveira;inactive
PED100266;10.771.700/5422-76;Fernanda;893,45;2022-02-05;Loja Física;Loja;Sem Cupom;2022;2;Feb;Q1/2022;Saturday;2022-02;5;R$501-1000;Leticia Araujo;active
PED100267;65.159.749/5134-37;Priscila;1006,05;2022-02-27;E-commerce;Link;Desconto;2022;2;Feb;Q1/2022;Sunday;2022-02;8;R$1001-2000;Patricia Araujo;active
PED100268;17.842.107/4515-81;Elaine;231,97;2022-02-26;Loja Física;Loja;Sem Cupom;2022;2;Feb;Q1/2022;Saturday;2022-02;8;R$201-500;Mariana Rodrigues;active
PED100269;14.256.146/3371-85;Larissa;501,05;2022-02-05;Loja Física;Loja;Cashback;2022;2;Feb;Q1/2022;Saturday;2022-02;5;R$501-1000;Fernanda Souza;active
PED100270;64.575.899/4462-17;Luciana;849,65;2022-02-20;E-commerce;Site;Sem Cupom;2022;2;Feb;Q1/2022;Sunday;2022-02;7;R$501-1000;Sofia Lima;inactive
PED100271;12.175.330/6835-75;Aline;379,45;2022-02-22;E-commerce;App;Desconto;2022;2;Feb;Q1/2022;Tuesday;2022-02;8;R$201-500;Camila Santos;active
PED100272;71.151.473/8693-44;Larissa;446,72;2022-02-26;E-commerce;Link;Desconto;2022;2;Feb;Q1/2022;Saturday;2022-02;8;R$201-500;Amanda Costa;inactive
PED100273;28.819.514/7850-96;Carla;633,62;2022-02-24;E-commerce;Link;Frete Grátis;2022;2;Feb;Q1/2022;Thursday;2022-02;8;R$501-1000;Gabriela Ferreira;active
PED100274;84.332.344/3807-48;Bianca;633,43;2022-02-20;E-commerce;Site;Cashback;2022;2;Feb;Q1/2022;Sunday;2022-02;7;R$501-1000;Juliana Souza;active
PED100275;27.392.764/9623-74;Tatiane;540,58;2022-02-12;E-commerce;Site;Frete Grátis;2022;2;Feb;Q1/2022;Saturday;2022-02;6;R$501-1000;Renata Lima;active
PED100276;24.523.989/1607-82;Vanessa;912,0;2022-02-15;Loja Física;Loja;Sem Cupom;2022;2;Feb;Q1/2022;Tuesday;2022-02;7;R$501-1000;Sofia Martins;active
PED100277;30.122.857/9530-64;Elaine;176,78;2022-02-06;E-commerce;Link;Sem Cupom;2022;2;Feb;Q1/2022;Sunday;2022-02;5;Até R$200;Joana Ferreira;active
PED100278;40.144.912/1330-46;Simone;344,66;2022-02-08;E-commerce;App;Desconto;2022;2;Feb;Q1/2022;Tuesday;2022-02;6;R$201-500;Bruna Araujo;inactive
PED100279;50.367.518/3282-74;Renata;315,45;2022-02-20;Loja Física;Loja;Desconto;2022;2;Feb;Q1/2022;Sunday;2022-02;7;R$201-500;Natalia Carvalho;active
PED100280;77.379.839/5993-37;Camila;991,42;2022-02-14;Loja Física;Loja;Desconto;2022;2;Feb;Q1/2022;Monday;2022-02;7;R$501-1000;Mariana Lima;active
PED100281;91.601.576/4998-73;Adriana;1447,42;2022-02-23;Loja Física;Loja;Sem Cupom;2022;2;Feb;Q1/2022;Wednesday;2022-02;8;R$1001-2000;Paula Costa;active
PED100282;55.627.497/8430-23;Larissa;223,39;2022-02-07;Loja Física;Loja;Cashback;2022;2;Feb;Q1/2022;Monday;2022-02;6;R$201-500;Leticia Rodrigues;inactive
PED100283;10.170.577/8345-82;Vanessa;692,51;2022-02-02;E-commerce;Link;Sem Cupom;2022;2;Feb;Q1/2022;Wednesday;2022-02;5;R$501-1000;Patricia Costa;active
PED100284;57.954.882/7827-76;Juliana;309,95;2022-02-06;E-commerce;Link;Sem Cupom;2022;2;Feb;Q1/2022;Sunday;2022-02;5;R$201-500;Renata Oliveira;active
PED100285;13.722.480/6251-29;Simone;1382,46;2022-02-26;Loja Física;Loja;Desconto;2022;2;Feb;Q1/2022;Saturday;2022-02;8;R$1001-2000;Clara Santos;active
PED100286;98.409.119/4952-58;Débora;1233,14;2022-02-22;Loja Física;Loja;Parceiro;2022;2;Feb;Q1/2022;Tuesday;2022-02;8;R$1001-2000;Amanda Oliveira;inactive
PED100287;48.553.300/6779-10;Fernanda;1353,49;2022-02-27;E-commerce;Site;Cashback;2022;2;Feb;Q1/2022;Sunday;2022-02;8;R$1001-2000;Renata Gomes;inactive
PED100288;61.749.571/7217-50;Priscila;425,96;2022-02-21;Loja Física;Loja;Sem Cupom;2022;2;Feb;Q1/2022;Monday;2022-02;8;R$201-500;Fernanda Martins;inactive
PED100289;44.328.360/6543-85;Vanessa;821,25;2022-02-17;E-commerce;App;Cashback;2022;2;Feb;Q1/2022;Thursday;2022-02;7;R$501-1000;Beatriz Rodrigues;active
PED100290;61.745.822/1324-83;Tatiane;242,69;2022-02-10;Loja Física;Loja;Parceiro;2022;2;Feb;Q1/2022;Thursday;2022-02;6;R$201-500;Camila Costa;active
PED100291;27.691.229/3959-76;Débora;418,23;2022-02-12;E-commerce;App;Sem Cupom;2022;2;Feb;Q1/2022;Saturday;2022-02;6;R$201-500;Amanda Lima;active
PED100292;77.279.615/3810-30;Patrícia;411,74;2022-02-08;E-commerce;App;Frete Grátis;2022;2;Feb;Q1/2022;Tuesday;2022-02;6;R$201-500;Maria Costa;active
PED100293;58.409.130/4175-51;Adriana;286,1;2022-02-03;Loja Física;Loja;Desconto;2022;2;Feb;Q1/2022;Thursday;2022-02;5;R$201-500;Fernanda Lima;active
