documento;nome_cliente;status_cliente;vendedor_crm;ddd;data_cadastro;recencia;frequencia;monetario;ticket_medio;segmento;omnichannel;primeira_compra;ultima_compra
19.166.332/7371-95;Sofia Silva;active;Camila;41;2022-06-02;361,0;5,0;3505,48;701,1;Em Risco;True;2022-01-20;2023-12-05
43.722.875/7891-92;Joana Carvalho;active;Luciana;71;2023-01-06;377,0;2,0;455,29;227,64;Regular;False;2022-05-10;2023-11-19
51.524.712/3739-35;Clara Ferreira;active;Carla;31;2022-10-28;37,0;2,0;1231,13;615,57;Novo Promissor;True;2023-05-23;2024-10-24
73.837.542/1876-79;Paula Carvalho;active;Priscila;91;2022-05-26;220,0;7,0;14708,57;2101,22;Em Risco;True;2022-02-10;2024-04-24
42.536.761/2733-79;Renata Santos;active;Venda Direta;81;2023-12-03;237,0;5,0;3952,22;790,44;Em Risco;True;2022-01-25;2024-04-07
13.449.942/4517-71;Natalia Rodrigues;active;Juliana;21;2022-05-21;112,0;5,0;3736,36;747,27;VIP;True;2023-02-14;2024-08-10
33.922.236/9434-40;Bruna Rodrigues;active;Carla;51;2022-03-25;310,0;5,0;3323,18;664,64;Em Risco;True;2022-02-21;2024-01-25
49.328.647/6342-15;Amanda Almeida;inactive;Renata;41;2022-01-21;190,0;3,0;4218,51;1406,17;Leal;True;2022-03-29;2024-05-24
75.567.831/9195-88;Beatriz Rodrigues;active;Fernanda;51;2024-10-26;499,0;5,0;3381,42;676,28;Perdendo VIP;True;2022-01-24;2023-07-20
15.217.980/3551-60;Ana Martins;active;Juliana;31;2024-08-24;105,0;7,0;5382,48;768,93;VIP;True;2022-08-05;2024-08-17
71.540.293/1846-84;Juliana Oliveira;active;Priscila;11;2023-03-29;51,0;2,0;977,28;488,64;Novo Promissor;True;2022-11-21;2024-10-10
17.125.534/7316-53;Fernanda Lima;inactive;Amanda;81;2022-12-08;46,0;6,0;5480,48;913,41;VIP;True;2022-01-14;2024-10-15
14.425.509/9915-29;Patricia Santos;active;Carla;91;2023-01-28;6,0;8,0;12952,55;1619,07;VIP;True;2022-09-25;2024-11-24
21.658.100/7233-23;Maria Ferreira;active;Renata;81;2024-09-29;28,0;4,0;3177,02;794,26;VIP;True;2023-05-07;2024-11-02
73.649.904/2917-20;Camila Silva;inactive;Adriana;41;2024-08-28;;;;;Regular;False;;
86.358.772/1009-14;Clara Rodrigues;active;Mariana;21;2022-06-07;373,0;2,0;3645,0;1822,5;Regular;True;2022-05-22;2023-11-23
32.749.271/8041-22;Luiza Almeida;active;Camila;41;2024-03-21;491,0;5,0;3338,32;667,66;Perdendo VIP;True;2022-07-04;2023-07-28
49.741.695/9512-72;Ana Carvalho;active;Larissa;91;2023-11-30;634,0;2,0;3058,34;1529,17;Inativo;True;2022-08-14;2023-03-07
82.884.876/2994-24;Patricia Ferreira;inactive;Tatiane;91;2022-06-15;385,0;2,0;902,57;451,28;Regular;False;2023-09-15;2023-11-11
33.649.518/8984-78;Ana Carvalho;inactive;Keli;51;2022-02-03;354,0;1,0;399,0;399,0;Regular;False;2023-12-12;2023-12-12
71.335.433/2908-84;Paula Lima;inactive;Priscila;51;2022-09-12;261,0;4,0;9342,27;2335,57;Em Risco;True;2022-10-01;2024-03-14
18.687.646/3560-49;Sofia Souza;active;Mariana;31;2022-10-29;696,0;2,0;693,2;346,6;Inativo;False;2022-09-27;2023-01-04
73.671.931/6468-81;Joana Nascimento;inactive;Débora;61;2022-08-08;422,0;5,0;4221,35;844,27;Perdendo VIP;True;2022-09-20;2023-10-05
20.972.328/7413-69;Ana Costa;active;Aline;71;2024-11-21;612,0;1,0;2229,72;2229,72;Inativo;False;2023-03-29;2023-03-29
39.390.824/3898-87;Juliana Carvalho;active;Patrícia;91;2024-07-23;435,0;5,0;2287,06;457,41;Perdendo VIP;True;2022-10-09;2023-09-22
35.673.231/1600-51;Fernanda Rodrigues;active;Larissa;71;2023-05-24;64,0;4,0;4400,22;1100,06;VIP;True;2022-12-15;2024-09-27
98.501.395/7943-60;Clara Lima;active;Carla;31;2024-08-10;135,0;6,0;4222,83;703,8;VIP;True;2022-05-27;2024-07-18
47.964.122/5670-24;Clara Rodrigues;active;Renata;71;2022-08-03;161,0;7,0;10678,54;1525,51;VIP;True;2022-06-07;2024-06-22
34.244.324/5033-87;Isabela Carvalho;active;Renata;11;2022-09-02;767,0;2,0;1460,76;730,38;Inativo;False;2022-05-18;2022-10-25
62.715.203/5018-48;Renata Almeida;inactive;Camila;21;2022-01-20;202,0;2,0;2437,01;1218,51;Regular;True;2023-12-27;2024-05-12
60.297.745/2202-81;Beatriz Silva;active;Priscila;41;2022-07-29;570,0;3,0;2390,65;796,88;Inativo;True;2022-02-01;2023-05-10
51.547.599/6742-38;Luiza Oliveira;active;Patrícia;71;2023-03-02;;;;;Regular;False;;
42.577.330/1922-45;Beatriz Almeida;inactive;Luciana;91;2024-09-26;14,0;6,0;6066,02;1011,0;VIP;True;2022-11-07;2024-11-16
38.649.540/2120-36;Luiza Gomes;active;Renata;51;2024-09-07;6,0;7,0;5864,81;837,83;VIP;True;2023-03-15;2024-11-24
64.388.353/3243-95;Bruna Souza;active;Priscila;81;2022-03-13;270,0;6,0;4451,04;741,84;Em Risco;True;2022-12-22;2024-03-05
75.621.616/2865-47;Juliana Ferreira;active;Amanda;71;2022-06-27;73,0;3,0;2467,77;822,59;Leal;True;2022-05-05;2024-09-18
22.258.914/7371-97;Natalia Ferreira;active;Mariana;51;2022-10-26;20,0;5,0;4167,45;833,49;VIP;True;2023-07-25;2024-11-10
61.795.114/4228-17;Mariana Silva;active;Aline;31;2022-09-23;220,0;3,0;1014,86;338,29;Em Risco;True;2022-01-17;2024-04-24
14.256.146/3371-85;Fernanda Souza;active;Tatiane;31;2023-06-04;453,0;6,0;5004,07;834,01;Perdendo VIP;True;2022-02-05;2023-09-04
54.229.510/1094-45;Leticia Pereira;inactive;Patrícia;61;2022-10-02;36,0;3,0;2120,41;706,8;Leal;True;2024-01-13;2024-10-25
45.893.910/3116-29;Bruna Araujo;active;Elaine;41;2024-08-05;419,0;4,0;3020,56;755,14;Perdendo VIP;True;2022-02-04;2023-10-08
20.353.941/7166-56;Fernanda Nascimento;active;Vanessa;31;2022-02-22;121,0;5,0;3350,74;670,15;VIP;True;2023-08-28;2024-08-01
55.462.495/8783-71;Renata Souza;active;Luciana;41;2024-03-22;;;;;Regular;False;;
91.722.715/1827-52;Clara Souza;active;Mariana;31;2023-05-04;28,0;5,0;3311,26;662,25;VIP;True;2022-06-16;2024-11-02
85.455.423/4876-81;Leticia Carvalho;active;Adriana;61;2023-05-17;23,0;6,0;4439,77;739,96;VIP;True;2022-02-03;2024-11-07
40.477.150/8196-87;Patricia Ferreira;inactive;Vanessa;71;2022-11-03;32,0;2,0;416,05;208,02;Novo Promissor;True;2022-04-20;2024-10-29
49.396.825/2792-55;Camila Martins;active;Juliana;41;2023-02-21;633,0;4,0;4374,01;1093,5;Perdendo VIP;True;2022-03-21;2023-03-08
30.445.721/4030-66;Leticia Souza;active;Elaine;31;2023-05-24;59,0;3,0;2242,21;747,4;Leal;False;2023-02-01;2024-10-02
10.930.666/7514-49;Joana Araujo;inactive;Larissa;31;2024-07-09;365,0;3,0;1430,68;476,89;Em Risco;False;2022-02-15;2023-12-01
24.760.530/8112-62;Joana Gomes;active;Elaine;31;2023-09-30;386,0;4,0;4499,67;1124,92;Em Risco;True;2022-12-16;2023-11-10
18.301.535/7456-35;Renata Lima;active;Luciana;91;2023-10-28;23,0;2,0;880,39;440,2;Novo Promissor;True;2023-12-16;2024-11-07
50.902.674/1536-84;Patricia Carvalho;active;Adriana;31;2022-01-06;90,0;4,0;4913,72;1228,43;VIP;False;2022-02-27;2024-09-01
47.485.309/9666-43;Natalia Silva;active;Mariana;31;2023-02-26;365,0;3,0;6665,32;2221,77;Em Risco;True;2022-10-11;2023-12-01
26.739.975/2205-33;Bruna Oliveira;inactive;Tatiane;81;2023-01-25;623,0;1,0;686,14;686,14;Inativo;False;2023-03-18;2023-03-18
34.279.809/4572-97;Gabriela Souza;active;Carla;41;2022-11-30;409,0;4,0;4807,88;1201,97;Perdendo VIP;True;2022-02-08;2023-10-18
42.276.384/5757-35;Bruna Oliveira;active;Venda Direta;71;2022-12-04;643,0;2,0;4364,52;2182,26;Inativo;False;2022-09-21;2023-02-26
37.981.568/1966-90;Mariana Costa;active;Luciana;31;2024-04-27;250,0;2,0;2078,78;1039,39;Regular;False;2022-12-06;2024-03-25
93.460.788/5243-95;Juliana Rodrigues;inactive;Mariana;81;2022-09-26;82,0;8,0;6347,26;793,41;VIP;True;2022-07-22;2024-09-09
72.800.459/7704-80;Ana Almeida;inactive;Venda Direta;31;2022-03-06;54,0;4,0;4796,12;1199,03;VIP;True;2022-05-23;2024-10-07
10.835.240/3482-65;Renata Araujo;active;Luciana;51;2023-11-09;;;;;Regular;False;;
92.417.131/3717-38;Mariana Gomes;active;Juliana;11;2023-10-19;;;;;Regular;False;;
58.528.576/9477-25;Ana Lima;active;Patrícia;51;2024-02-20;365,0;3,0;2777,75;925,92;Em Risco;True;2022-01-08;2023-12-01
49.118.117/1768-87;Bruna Almeida;active;Venda Direta;61;2022-11-25;161,0;4,0;3969,13;992,28;VIP;True;2022-01-14;2024-06-22
56.293.601/6083-47;Juliana Oliveira;inactive;Mariana;71;2023-06-02;904,0;1,0;263,96;263,96;Inativo;False;2022-06-10;2022-06-10
60.930.743/7016-17;Paula Martins;inactive;Camila;21;2024-05-11;49,0;3,0;6289,09;2096,36;Leal;True;2023-02-17;2024-10-12
38.154.970/5873-83;Clara Martins;inactive;Vanessa;21;2023-02-25;161,0;2,0;1493,33;746,66;Novo Promissor;True;2022-02-19;2024-06-22
92.977.261/4451-96;Clara Martins;active;Adriana;91;2022-11-05;833,0;2,0;3262,86;1631,43;Inativo;False;2022-04-17;2022-08-20
64.575.899/4462-17;Sofia Lima;inactive;Camila;11;2024-03-24;104,0;4,0;2148,84;537,21;Leal;True;2022-02-20;2024-08-18
74.412.858/6954-97;Juliana Almeida;inactive;Vanessa;21;2024-04-25;606,0;3,0;1727,21;575,74;Inativo;True;2022-09-08;2023-04-04
96.542.866/9519-63;Renata Ferreira;active;Camila;21;2024-08-19;41,0;5,0;2640,94;528,19;Leal;True;2022-03-10;2024-10-20
76.150.708/4675-17;Patricia Lima;active;Patrícia;71;2023-12-22;271,0;3,0;1185,19;395,06;Em Risco;False;2022-01-27;2024-03-04
43.902.195/6207-87;Isabela Costa;active;Larissa;61;2023-08-13;163,0;4,0;7143,23;1785,81;VIP;True;2022-09-17;2024-06-20
41.219.913/3538-25;Amanda Costa;active;Carla;91;2022-11-16;13,0;4,0;2909,14;727,29;VIP;False;2023-11-17;2024-11-17
77.599.264/7612-23;Paula Rodrigues;inactive;Renata;71;2024-10-07;194,0;3,0;1612,73;537,58;Leal;False;2023-11-17;2024-05-20
64.106.429/9966-42;Joana Martins;active;Tatiane;31;2023-03-21;83,0;3,0;3413,53;1137,84;Leal;True;2023-04-27;2024-09-08
32.184.246/4695-28;Fernanda Lima;active;Camila;31;2022-10-13;836,0;2,0;1178,07;589,04;Inativo;False;2022-03-26;2022-08-17
45.384.799/5177-11;Gabriela Pereira;active;Larissa;11;2022-06-20;154,0;4,0;3985,0;996,25;VIP;True;2022-02-05;2024-06-29
10.914.808/7035-20;Ana Silva;active;Tatiane;81;2022-09-20;282,0;7,0;3634,97;519,28;Em Risco;True;2022-04-21;2024-02-22
11.806.570/5491-29;Leticia Lima;inactive;Fernanda;11;2024-07-30;79,0;6,0;6495,52;1082,59;VIP;True;2022-08-18;2024-09-12
14.904.355/8083-95;Ana Souza;active;Mariana;21;2022-05-22;154,0;3,0;1191,62;397,21;Leal;False;2022-11-25;2024-06-29
33.692.813/3679-68;Leticia Silva;active;Adriana;71;2023-09-20;4,0;5,0;15996,7;3199,34;VIP;True;2022-05-03;2024-11-26
96.227.835/3768-90;Bruna Santos;active;Renata;11;2023-08-16;1049,0;1,0;850,96;850,96;Inativo;False;2022-01-16;2022-01-16
23.620.651/5033-34;Renata Souza;active;Aline;41;2023-02-20;35,0;4,0;2167,94;541,98;Leal;False;2022-06-09;2024-10-26
82.857.377/3541-13;Isabela Santos;active;Luciana;91;2022-01-25;468,0;3,0;3486,97;1162,32;Inativo;True;2023-01-25;2023-08-20
35.541.128/9996-84;Fernanda Pereira;inactive;Priscila;81;2023-09-19;156,0;2,0;751,25;375,62;Novo Promissor;False;2023-04-14;2024-06-27
79.245.227/6475-50;Bruna Araujo;active;Venda Direta;81;2022-04-04;231,0;6,0;5477,36;912,89;Em Risco;True;2022-08-16;2024-04-13
47.133.116/6796-34;Gabriela Santos;active;Vanessa;31;2022-11-01;272,0;2,0;1777,01;888,5;Regular;True;2023-10-17;2024-03-03
85.698.728/9041-95;Juliana Nascimento;active;Simone;51;2022-07-04;251,0;3,0;2065,46;688,49;Em Risco;True;2022-06-10;2024-03-24
94.126.924/1645-49;Natalia Pereira;active;Simone;41;2022-10-10;144,0;6,0;4552,73;758,79;VIP;True;2022-05-19;2024-07-09
21.848.920/9646-19;Maria Costa;inactive;Carla;81;2023-11-17;65,0;5,0;2692,39;538,48;Leal;False;2022-03-03;2024-09-26
54.500.575/3681-55;Patricia Silva;active;Bianca;71;2024-05-12;900,0;1,0;1480,39;1480,39;Inativo;False;2022-06-14;2022-06-14
73.229.921/2386-74;Paula Silva;active;Tatiane;71;2023-11-16;52,0;6,0;5176,58;862,76;VIP;True;2023-02-17;2024-10-09
60.792.391/6490-35;Natalia Santos;active;Fernanda;71;2023-10-28;135,0;2,0;2585,97;1292,98;Novo Promissor;True;2023-11-22;2024-07-18
38.248.878/6415-20;Clara Araujo;active;Adriana;11;2024-11-03;115,0;8,0;5997,84;749,73;VIP;True;2022-08-11;2024-08-07
45.212.286/2333-64;Renata Souza;active;Aline;71;2024-06-08;265,0;3,0;2790,55;930,18;Em Risco;True;2022-11-09;2024-03-10
33.857.505/7212-65;Renata Silva;active;Fernanda;41;2024-03-26;5,0;3,0;4393,0;1464,33;Leal;True;2022-07-03;2024-11-25
42.861.647/9942-29;Joana Martins;active;Amanda;31;2022-12-07;12,0;3,0;970,89;323,63;Leal;True;2023-05-10;2024-11-18
92.838.343/8101-82;Amanda Nascimento;inactive;Juliana;51;2023-08-27;57,0;4,0;2399,05;599,76;Leal;True;2022-05-08;2024-10-04
35.549.600/3120-82;Luiza Martins;active;Simone;21;2024-01-04;768,0;5,0;4332,38;866,48;Perdendo VIP;True;2022-03-09;2022-10-24
49.116.740/2240-70;Fernanda Martins;active;Elaine;81;2024-03-29;213,0;3,0;1849,02;616,34;Em Risco;True;2023-04-29;2024-05-01
52.715.141/8970-12;Natalia Costa;inactive;Venda Direta;91;2024-06-25;271,0;3,0;1211,94;403,98;Em Risco;True;2022-08-29;2024-03-04
53.534.577/5197-21;Gabriela Araujo;inactive;Bianca;51;2023-06-24;52,0;5,0;8368,51;1673,7;VIP;True;2022-03-10;2024-10-09
28.712.143/5090-58;Sofia Rodrigues;active;Mariana;31;2023-03-15;268,0;3,0;2177,26;725,75;Em Risco;True;2023-11-19;2024-03-07
70.116.429/4640-64;Natalia Pereira;active;Amanda;71;2024-09-14;302,0;5,0;2580,25;516,05;Em Risco;True;2022-08-17;2024-02-02
56.111.417/9407-92;Isabela Ferreira;active;Débora;11;2023-10-28;26,0;3,0;2346,26;782,09;Leal;True;2022-06-28;2024-11-04
17.760.180/2750-89;Amanda Pereira;active;Larissa;31;2023-01-19;90,0;2,0;545,25;272,62;Novo Promissor;False;2024-08-09;2024-09-01
79.299.636/7609-98;Mariana Araujo;active;Carla;91;2023-08-05;413,0;2,0;1429,84;714,92;Inativo;False;2022-11-29;2023-10-14
21.754.670/4993-35;Gabriela Nascimento;active;Tatiane;21;2022-06-09;37,0;4,0;5631,2;1407,8;VIP;True;2022-04-11;2024-10-24
56.387.877/5806-26;Mariana Nascimento;active;Camila;91;2023-03-08;478,0;2,0;1629,64;814,82;Inativo;False;2023-01-09;2023-08-10
32.893.185/1390-23;Gabriela Gomes;active;Luciana;11;2023-09-07;47,0;4,0;2473,84;618,46;Leal;True;2022-05-12;2024-10-14
88.728.618/5232-57;Joana Lima;active;Carla;41;2023-05-03;242,0;3,0;3271,18;1090,39;Em Risco;True;2022-02-25;2024-04-02
81.597.926/2500-91;Patricia Lima;active;Priscila;61;2022-12-09;26,0;4,0;2665,44;666,36;Leal;True;2022-02-16;2024-11-04
48.501.542/4561-26;Clara Ferreira;active;Bianca;71;2022-04-19;172,0;5,0;2825,58;565,12;VIP;True;2022-03-12;2024-06-11
23.258.251/8138-69;Bruna Carvalho;active;Camila;31;2024-04-28;114,0;7,0;6229,94;889,99;VIP;True;2022-12-22;2024-08-08
54.197.230/3983-64;Bruna Carvalho;active;Elaine;91;2022-10-28;11,0;13,0;9955,09;765,78;VIP;True;2022-01-15;2024-11-19
96.463.138/8694-13;Luiza Gomes;active;Carla;41;2023-12-06;99,0;1,0;598,2;598,2;Novo Promissor;False;2024-08-23;2024-08-23
95.496.821/9684-51;Maria Gomes;active;Priscila;51;2022-09-26;345,0;2,0;1466,45;733,22;Regular;True;2023-11-20;2023-12-21
75.410.838/4241-43;Leticia Souza;active;Camila;81;2023-04-23;39,0;2,0;688,28;344,14;Novo Promissor;True;2023-10-18;2024-10-22
39.350.858/4810-48;Fernanda Oliveira;active;Juliana;31;2022-06-25;110,0;4,0;4957,32;1239,33;VIP;False;2022-05-28;2024-08-12
55.128.576/9436-66;Amanda Martins;active;Venda Direta;81;2022-08-27;185,0;3,0;4412,05;1470,68;Leal;True;2022-11-21;2024-05-29
25.539.847/5361-39;Amanda Costa;active;Venda Direta;11;2024-06-11;65,0;2,0;1340,83;670,42;Novo Promissor;True;2024-05-17;2024-09-26
34.458.439/4760-12;Juliana Pereira;active;Juliana;81;2023-09-02;133,0;3,0;2058,29;686,1;Leal;True;2023-02-22;2024-07-20
54.241.475/3033-77;Fernanda Almeida;active;Elaine;81;2024-05-08;100,0;6,0;6916,78;1152,8;VIP;True;2023-01-17;2024-08-22
27.392.764/9623-74;Renata Lima;active;Venda Direta;61;2023-05-07;56,0;6,0;2533,56;422,26;Leal;True;2022-02-12;2024-10-05
62.684.498/9056-97;Luiza Ferreira;active;Renata;51;2022-04-09;296,0;2,0;1308,06;654,03;Regular;True;2022-09-01;2024-02-08
77.239.286/2828-70;Leticia Nascimento;active;Priscila;91;2022-11-25;211,0;8,0;10801,49;1350,19;Em Risco;True;2022-08-07;2024-05-03
52.479.809/1806-65;Isabela Carvalho;active;Adriana;61;2023-03-21;66,0;7,0;7485,53;1069,36;VIP;True;2022-10-03;2024-09-25
72.401.443/9202-71;Clara Araujo;active;Simone;11;2024-09-24;112,0;4,0;3346,07;836,52;VIP;True;2022-11-23;2024-08-10
86.325.252/8878-61;Bruna Araujo;inactive;Renata;61;2022-10-22;80,0;6,0;4214,4;702,4;VIP;True;2022-07-21;2024-09-11
13.670.683/8827-72;Clara Araujo;active;Débora;11;2023-03-18;325,0;4,0;2422,45;605,61;Em Risco;True;2022-07-26;2024-01-10
63.984.342/4564-83;Bruna Araujo;active;Larissa;61;2024-03-05;124,0;5,0;3748,65;749,73;VIP;True;2022-01-14;2024-07-29
66.317.852/7402-15;Gabriela Oliveira;active;Vanessa;31;2024-06-09;357,0;2,0;942,17;471,08;Regular;True;2023-01-26;2023-12-09
14.872.153/8214-96;Maria Araujo;active;Amanda;61;2022-01-31;114,0;5,0;8233,24;1646,65;VIP;True;2023-04-09;2024-08-08
58.620.198/2913-70;Camila Carvalho;active;Elaine;61;2023-03-14;129,0;3,0;1561,09;520,36;Leal;True;2022-04-19;2024-07-24
44.789.949/8312-97;Isabela Lima;active;Tatiane;11;2022-10-13;115,0;4,0;2170,73;542,68;Leal;True;2022-01-12;2024-08-07
12.259.838/5876-98;Camila Souza;active;Carla;91;2022-10-18;239,0;5,0;2382,35;476,47;Em Risco;True;2023-03-02;2024-04-05
82.679.456/2290-65;Clara Ferreira;active;Patrícia;81;2023-01-03;7,0;3,0;1896,81;632,27;Leal;True;2022-07-10;2024-11-23
76.734.640/2218-34;Leticia Araujo;active;Fernanda;21;2023-05-01;36,0;4,0;3495,53;873,88;VIP;True;2022-12-24;2024-10-25
85.269.620/1954-97;Juliana Lima;active;Keli;21;2023-07-09;546,0;4,0;1599,82;399,96;Perdendo VIP;True;2022-01-18;2023-06-03
88.137.427/6370-14;Sofia Nascimento;active;Fernanda;51;2022-06-17;706,0;3,0;4389,11;1463,04;Inativo;True;2022-06-02;2022-12-25
57.701.553/9228-69;Bruna Costa;active;Fernanda;21;2024-02-10;548,0;1,0;543,6;543,6;Inativo;False;2023-06-01;2023-06-01
57.895.692/6233-49;Juliana Nascimento;active;Juliana;11;2022-03-19;786,0;1,0;354,31;354,31;Inativo;False;2022-10-06;2022-10-06
54.323.417/3396-67;Amanda Ferreira;active;Renata;21;2024-04-30;405,0;4,0;2688,69;672,17;Perdendo VIP;True;2022-09-16;2023-10-22
76.667.139/7183-86;Gabriela Martins;active;Priscila;51;2024-06-10;217,0;5,0;8997,54;1799,51;Em Risco;True;2023-01-22;2024-04-27
42.361.315/8314-89;Mariana Rodrigues;active;Tatiane;71;2023-10-23;;;;;Regular;False;;
49.191.452/2704-22;Isabela Rodrigues;active;Simone;51;2023-08-12;188,0;3,0;1770,06;590,02;Leal;True;2023-02-28;2024-05-26
54.444.792/5286-36;Renata Souza;active;Aline;11;2024-02-01;306,0;8,0;5024,4;628,05;Em Risco;True;2022-01-11;2024-01-29
47.799.106/1556-67;Fernanda Santos;active;Juliana;71;2023-07-19;406,0;4,0;2039,22;509,8;Perdendo VIP;True;2022-01-23;2023-10-21
40.634.525/8561-41;Joana Gomes;inactive;Tatiane;61;2024-03-22;66,0;5,0;5549,16;1109,83;VIP;True;2022-12-21;2024-09-25
62.769.650/4998-91;Sofia Martins;active;Patrícia;71;2022-10-29;164,0;2,0;2526,69;1263,34;Novo Promissor;False;2024-05-02;2024-06-19
11.817.688/1294-75;Juliana Silva;active;Débora;21;2022-10-20;33,0;6,0;7842,49;1307,08;VIP;True;2022-10-29;2024-10-28
22.145.766/2136-26;Gabriela Ferreira;active;Simone;51;2022-10-21;117,0;2,0;1145,98;572,99;Novo Promissor;False;2023-12-20;2024-08-05
69.547.955/2007-79;Fernanda Araujo;inactive;Priscila;81;2022-04-19;563,0;2,0;975,06;487,53;Inativo;False;2022-02-23;2023-05-17
92.513.554/6352-72;Camila Ferreira;inactive;Fernanda;71;2022-12-31;257,0;2,0;3322,35;1661,18;Regular;False;2023-05-08;2024-03-18
37.671.434/6084-31;Ana Rodrigues;active;Adriana;61;2023-08-23;665,0;2,0;5342,42;2671,21;Inativo;True;2022-12-06;2023-02-04
77.963.583/2265-77;Beatriz Oliveira;active;Keli;61;2023-11-09;146,0;6,0;3347,2;557,87;VIP;True;2022-03-15;2024-07-07
73.116.623/9073-74;Juliana Gomes;active;Amanda;11;2022-04-03;25,0;4,0;7164,46;1791,12;VIP;True;2023-04-19;2024-11-05
31.573.219/7353-59;Maria Oliveira;active;Débora;11;2023-03-04;39,0;7,0;6621,19;945,88;VIP;True;2022-04-21;2024-10-22
23.803.786/9476-85;Amanda Almeida;active;Camila;71;2023-09-30;45,0;1,0;923,61;923,61;Novo Promissor;False;2024-10-16;2024-10-16
45.862.326/6043-85;Isabela Gomes;inactive;Mariana;31;2023-01-03;45,0;5,0;3178,59;635,72;VIP;True;2022-03-13;2024-10-16
16.128.132/8813-88;Bruna Ferreira;active;Aline;61;2022-04-15;323,0;3,0;2704,34;901,45;Em Risco;True;2022-03-17;2024-01-12
41.558.669/4356-13;Amanda Santos;active;Priscila;51;2022-07-28;340,0;3,0;1809,18;603,06;Em Risco;True;2022-08-22;2023-12-26
90.198.496/1038-24;Bruna Souza;active;Renata;31;2024-10-08;49,0;6,0;5134,67;855,78;VIP;True;2022-08-30;2024-10-12
38.256.174/8027-41;Leticia Oliveira;active;Venda Direta;61;2023-04-19;445,0;2,0;1301,98;650,99;Inativo;False;2022-10-14;2023-09-12
11.786.183/4093-84;Natalia Gomes;active;Luciana;31;2022-01-12;15,0;4,0;2906,13;726,53;VIP;True;2022-03-19;2024-11-15
36.806.948/1988-30;Fernanda Oliveira;active;Renata;81;2023-04-11;454,0;5,0;3327,81;665,56;Perdendo VIP;True;2022-06-13;2023-09-03
56.968.183/2682-66;Ana Souza;active;Elaine;71;2023-10-11;7,0;10,0;5574,04;557,4;VIP;True;2022-04-26;2024-11-23
78.486.606/8424-67;Ana Santos;active;Venda Direta;91;2024-05-24;25,0;4,0;5148,22;1287,05;VIP;True;2023-02-21;2024-11-05
47.626.261/2980-44;Patricia Costa;active;Aline;51;2023-01-21;232,0;2,0;352,55;176,28;Regular;True;2023-04-11;2024-04-12
73.892.891/6390-89;Natalia Souza;inactive;Adriana;11;2024-06-02;14,0;6,0;5036,48;839,41;VIP;True;2022-10-22;2024-11-16
36.683.159/7573-98;Beatriz Carvalho;active;Tatiane;81;2023-07-09;313,0;1,0;584,2;584,2;Regular;False;2024-01-22;2024-01-22
26.704.408/9711-88;Gabriela Almeida;active;Juliana;21;2024-11-28;337,0;3,0;1351,62;450,54;Em Risco;True;2022-04-09;2023-12-29
36.785.661/7342-12;Mariana Santos;active;Débora;61;2023-10-16;322,0;3,0;792,85;264,28;Em Risco;True;2022-05-03;2024-01-13
73.792.635/5473-12;Joana Souza;active;Amanda;11;2024-05-14;384,0;2,0;778,7;389,35;Regular;True;2022-03-21;2023-11-12
29.657.626/4224-87;Amanda Nascimento;inactive;Amanda;61;2024-09-15;455,0;1,0;1037,39;1037,39;Inativo;False;2023-09-02;2023-09-02
80.372.993/2875-18;Mariana Oliveira;inactive;Adriana;41;2022-12-19;469,0;3,0;5761,79;1920,6;Inativo;True;2022-06-02;2023-08-19
47.930.825/6109-11;Paula Pereira;active;Camila;51;2023-05-29;75,0;3,0;1903,97;634,66;Leal;True;2023-11-03;2024-09-16
97.683.494/4788-90;Natalia Costa;active;Keli;71;2024-03-14;545,0;3,0;3072,24;1024,08;Inativo;True;2022-04-24;2023-06-04
81.888.373/2389-47;Gabriela Martins;active;Larissa;61;2022-12-09;14,0;2,0;3780,76;1890,38;Novo Promissor;False;2024-07-05;2024-11-16
41.110.400/9920-42;Joana Souza;inactive;Priscila;11;2022-12-02;163,0;3,0;2810,34;936,78;Leal;False;2022-09-23;2024-06-20
50.491.878/1213-60;Camila Araujo;active;Venda Direta;91;2022-01-24;26,0;4,0;8173,28;2043,32;VIP;True;2023-12-14;2024-11-04
97.652.500/7731-55;Gabriela Pereira;active;Priscila;61;2024-06-03;82,0;5,0;10084,23;2016,85;VIP;True;2023-03-26;2024-09-09
41.562.691/3720-83;Fernanda Oliveira;active;Venda Direta;61;2022-04-14;635,0;1,0;799,3;799,3;Inativo;False;2023-03-06;2023-03-06
